YEAR,DOY,T2M_MAX,T2M_MIN,T2MDEW,PRECTOTCORR,RH2M,WS2M,GWETPROF,GWETTOP,date,month,month_day,normal_max_temp,normal_min_temp,normal_rainfall,normal_dew_point,normal_wind_speed,max_temp_anomaly,min_temp_anomaly,rainfall_anomaly,dew_point_anomaly,wind_speed_anomaly,dry_spell_len,avg_temp_7d,heat_norm,drought_norm,flood_norm,crop,soil_type,heat_stress,drought_stress,flood_stress,crop_risk
1994,1,27.47,13.55,13.47,0.0,69.09,1.77,0.69,0.68,1994-01-01,1,01-01,27.304,12.596666666666666,0.010666666666666666,10.714,1.762,0.16600000000000037,0.9533333333333349,-0.010666666666666666,2.7560000000000002,0.008000000000000007,1,27.490000000000002,2.7927333333333317,357.6286666666666,12.565309333333332,Wheat,Loamy,1.634,0.0,0.0,Medium
1994,2,27.81,13.35,13.35,0.0,69.58,1.6,0.69,0.68,1994-01-02,1,01-02,27.430999999999997,12.358333333333333,0.013333333333333332,10.428333333333335,1.6966666666666665,0.37900000000000134,0.9916666666666671,-0.013333333333333332,2.921666666666665,-0.09666666666666646,2,27.490000000000002,2.7927333333333317,357.6286666666666,12.565309333333332,Wheat,Loamy,3.731,0.0,0.0,High
1994,3,27.73,13.43,13.0,0.0,67.27,1.6,0.69,0.68,1994-01-03,1,01-03,27.621333333333332,12.831666666666667,0.0016666666666666668,10.544333333333332,1.718,0.10866666666666802,0.5983333333333327,-0.0016666666666666668,2.4556666666666676,-0.11799999999999988,3,27.490000000000002,2.7927333333333317,357.6286666666666,12.565309333333332,Wheat,Loamy,1.07,0.0,0.0,Low
1994,4,27.69,13.91,12.56,0.0,65.28,1.98,0.68,0.67,1994-01-04,1,01-04,27.741333333333333,12.937999999999999,0.035666666666666666,10.602666666666666,1.7216666666666667,-0.05133333333333212,0.9720000000000013,-0.035666666666666666,1.9573333333333345,0.2583333333333333,4,27.490000000000002,2.7927333333333317,357.6286666666666,12.565309333333332,Wheat,Loamy,0.0,0.0,0.0,Low
1994,5,27.29,12.8,10.84,0.0,59.11,1.77,0.68,0.67,1994-01-05,1,01-05,27.672,12.791666666666666,0.005333333333333333,10.706333333333333,1.752,-0.38200000000000145,0.008333333333334636,-0.005333333333333333,0.1336666666666666,0.018000000000000016,5,27.490000000000002,2.7927333333333317,357.6286666666666,12.565309333333332,Wheat,Loamy,0.0,0.0,0.0,Low
1994,6,27.38,12.34,10.81,0.0,60.72,2.15,0.68,0.67,1994-01-06,1,01-06,27.596,13.026666666666667,0.0033333333333333335,10.487666666666666,1.8506666666666665,-0.21600000000000108,-0.6866666666666674,-0.0033333333333333335,0.3223333333333347,0.29933333333333345,6,27.490000000000002,2.7927333333333317,357.6286666666666,12.565309333333332,Wheat,Loamy,0.0,0.0,0.0,Low
1994,7,27.06,12.57,11.25,0.0,64.6,2.53,0.67,0.66,1994-01-07,1,01-07,27.323666666666668,12.890333333333333,0.12433333333333335,10.198666666666666,1.942,-0.26366666666666916,-0.32033333333333225,-0.12433333333333335,1.051333333333334,0.5879999999999999,7,27.490000000000002,2.7927333333333317,357.6286666666666,12.565309333333332,Wheat,Loamy,0.0,0.001,0.0,Low
1994,8,27.16,12.31,11.11,0.0,63.33,2.37,0.67,0.66,1994-01-08,1,01-08,27.395666666666667,12.499333333333334,0.7686666666666667,9.945333333333334,1.966,-0.2356666666666669,-0.1893333333333338,-0.7686666666666667,1.1646666666666654,0.40400000000000014,8,27.445714285714285,2.7927333333333317,357.6286666666666,12.565309333333332,Wheat,Loamy,0.0,0.006,0.0,Low
1994,9,26.51,13.29,12.22,0.0,63.06,1.74,0.67,0.66,1994-01-09,1,01-09,27.686666666666667,12.321666666666665,0.13366666666666666,9.817333333333332,1.855,-1.1766666666666659,0.9683333333333337,-0.13366666666666666,2.4026666666666685,-0.11499999999999999,9,27.259999999999998,2.7927333333333317,357.6286666666666,12.565309333333332,Wheat,Loamy,0.0,0.001,0.0,Low
1994,10,26.72,15.66,13.02,0.0,62.63,1.21,0.67,0.66,1994-01-10,1,01-10,27.997,12.340666666666666,0.005,9.231666666666666,1.924,-1.277000000000001,3.3193333333333346,-0.005,3.788333333333334,-0.714,10,27.115714285714287,2.7927333333333317,357.6286666666666,12.565309333333332,Wheat,Loamy,0.0,0.0,0.0,Low
